Code,Department,Expenditure Class,FY22 Actual,FY23 Adopted Budget,FY23 Current Target,FY24 Estimate,FY25 Estimate,FY26 Estimate,FY27 Estimate,FY28 Estimate
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_700,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_800,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_900,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),total,55022737,55389886,55389886,55178274,59383802,61739279,64208426,66720118.0
12,STREETS (Excl. Disposal),class_100,99660073,122676329,122494102,90005569,92707335,92707335,92707335,92707335.0
12,STREETS (Excl. Disposal),class_200,5399229,17725345,15320345,5461616,861616,861616,861616,861616.0
12,STREETS (Excl. Disposal),class_300_400,14129313,21994981,23399981,12439954,3050954,3044632,3044632,3044632.0
12,STREETS (Excl. Disposal),class_500,15527943,53171,53171,53171,53171,53171,53171,53171.0
12,STREETS (Excl. Disposal),class_700,0,0,0,0,0,0,0,0.0
12,STREETS (Excl. Disposal),class_800,0,0,0,0,0,0,0,0.0
12,STREETS (Excl. Disposal),class_900,0,0,0,0,0,0,0,0.0
12,STREETS (Excl. Disposal),total,134716558,162449826,161267599,107960310,96673076,96666754,96666754,96666754.0
